id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,experience_level,tags,keywords,source,created_date
375,Operating Systems,File Systems,What is File System in operating systems?,Organize and store files,A network protocol,A programming language,A database type,A,File System is Organize and store files used for Data organization.,3,Mid,operating_systems,file system,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
376,Operating Systems,File Systems,Why is File System important in OS design?,For aesthetics,For data organization,For marketing,For documentation,B,File System is crucial for data organization in operating system design.,3,Mid,operating_systems,file system,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
377,Operating Systems,File Systems,What is Inode in operating systems?,File metadata structure,A network protocol,A programming language,A database type,A,Inode is File metadata structure used for File information storage.,3,Mid,operating_systems,inode,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
378,Operating Systems,File Systems,Why is Inode important in OS design?,For aesthetics,For file information storage,For marketing,For documentation,B,Inode is crucial for file information storage in operating system design.,3,Mid,operating_systems,inode,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
379,Operating Systems,File Systems,What is Directory in operating systems?,File organization structure,A network protocol,A programming language,A database type,A,Directory is File organization structure used for Hierarchical organization.,3,Mid,operating_systems,directory,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
380,Operating Systems,File Systems,Why is Directory important in OS design?,For aesthetics,For hierarchical organization,For marketing,For documentation,B,Directory is crucial for hierarchical organization in operating system design.,3,Mid,operating_systems,directory,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
381,Operating Systems,Memory Management,What is File Allocation in operating systems?,Disk space assignment,A network protocol,A programming language,A database type,A,File Allocation is Disk space assignment used for Storage management.,3,Mid,operating_systems,file allocation,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
382,Operating Systems,Memory Management,Why is File Allocation important in OS design?,For aesthetics,For storage management,For marketing,For documentation,B,File Allocation is crucial for storage management in operating system design.,3,Mid,operating_systems,file allocation,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
383,Operating Systems,File Systems,What is Journaling in operating systems?,Track file system changes,A network protocol,A programming language,A database type,A,Journaling is Track file system changes used for Crash recovery.,3,Mid,operating_systems,journaling,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
384,Operating Systems,File Systems,Why is Journaling important in OS design?,For aesthetics,For crash recovery,For marketing,For documentation,B,Journaling is crucial for crash recovery in operating system design.,3,Mid,operating_systems,journaling,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
385,Operating Systems,File Systems,What is RAID in operating systems?,Redundant Array of Independent Disks,A network protocol,A programming language,A database type,A,RAID is Redundant Array of Independent Disks used for Data reliability.,3,Mid,operating_systems,raid,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
386,Operating Systems,File Systems,Why is RAID important in OS design?,For aesthetics,For data reliability,For marketing,For documentation,B,RAID is crucial for data reliability in operating system design.,3,Mid,operating_systems,raid,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
387,Operating Systems,File Systems,What is Buffer Cache in operating systems?,Memory cache for disk blocks,A network protocol,A programming language,A database type,A,Buffer Cache is Memory cache for disk blocks used for I/O performance.,3,Mid,operating_systems,buffer cache,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
388,Operating Systems,File Systems,Why is Buffer Cache important in OS design?,For aesthetics,For i/o performance,For marketing,For documentation,B,Buffer Cache is crucial for i/o performance in operating system design.,3,Mid,operating_systems,buffer cache,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
389,Operating Systems,File Systems,What is File Permissions in operating systems?,Access control mechanism,A network protocol,A programming language,A database type,A,File Permissions is Access control mechanism used for Security.,3,Mid,operating_systems,file permissions,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
390,Operating Systems,File Systems,Why is File Permissions important in OS design?,For aesthetics,For security,For marketing,For documentation,B,File Permissions is crucial for security in operating system design.,3,Mid,operating_systems,file permissions,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
391,Operating Systems,File Systems,What is Symbolic Link in operating systems?,Reference to another file,A network protocol,A programming language,A database type,A,Symbolic Link is Reference to another file used for File system flexibility.,3,Mid,operating_systems,symbolic link,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
392,Operating Systems,File Systems,Why is Symbolic Link important in OS design?,For aesthetics,For file system flexibility,For marketing,For documentation,B,Symbolic Link is crucial for file system flexibility in operating system design.,3,Mid,operating_systems,symbolic link,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
393,Operating Systems,File Systems,What is Mount Point in operating systems?,File system attachment point,A network protocol,A programming language,A database type,A,Mount Point is File system attachment point used for File system integration.,3,Mid,operating_systems,mount point,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
394,Operating Systems,File Systems,Why is Mount Point important in OS design?,For aesthetics,For file system integration,For marketing,For documentation,B,Mount Point is crucial for file system integration in operating system design.,3,Mid,operating_systems,mount point,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
395,Computer Networks,OSI Model,What is Physical Layer?,Bit transmission over physical medium,A programming language,A database system,A text editor,A,Physical Layer is Bit transmission over physical medium used for Hardware communication.,2,Entry,networking,physical layer,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
396,Computer Networks,OSI Model,What is Data Link Layer?,Node-to-node delivery,A programming language,A database system,A text editor,A,Data Link Layer is Node-to-node delivery used for Frame transmission.,2,Entry,networking,data link layer,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
397,Computer Networks,OSI Model,What is Network Layer?,Host-to-host delivery,A programming language,A database system,A text editor,A,Network Layer is Host-to-host delivery used for Routing.,2,Entry,networking,network layer,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
398,Computer Networks,OSI Model,What is Transport Layer?,Process-to-process delivery,A programming language,A database system,A text editor,A,Transport Layer is Process-to-process delivery used for Reliable communication.,2,Entry,networking,transport layer,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
399,Computer Networks,OSI Model,What is Session Layer?,Dialog control,A programming language,A database system,A text editor,A,Session Layer is Dialog control used for Session management.,2,Entry,networking,session layer,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
400,Computer Networks,OSI Model,What is Presentation Layer?,Data format translation,A programming language,A database system,A text editor,A,Presentation Layer is Data format translation used for Data representation.,2,Entry,networking,presentation layer,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
401,Computer Networks,OSI Model,What is Application Layer?,User interface,A programming language,A database system,A text editor,A,Application Layer is User interface used for Application services.,2,Entry,networking,application layer,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
402,Computer Networks,Protocols,What is TCP?,Transmission Control Protocol,A programming language,A database system,A text editor,A,TCP is Transmission Control Protocol used for Reliable transport.,2,Entry,networking,tcp,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
403,Computer Networks,Protocols,What is UDP?,User Datagram Protocol,A programming language,A database system,A text editor,A,UDP is User Datagram Protocol used for Fast transport.,2,Entry,networking,udp,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
404,Computer Networks,Protocols,What is HTTP?,HyperText Transfer Protocol,A programming language,A database system,A text editor,A,HTTP is HyperText Transfer Protocol used for Web communication.,2,Entry,networking,http,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
405,Computer Networks,Protocols,What is HTTPS?,HTTP Secure,A programming language,A database system,A text editor,A,HTTPS is HTTP Secure used for Encrypted web communication.,2,Entry,networking,https,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
406,Computer Networks,Protocols,What is FTP?,File Transfer Protocol,A programming language,A database system,A text editor,A,FTP is File Transfer Protocol used for File sharing.,2,Entry,networking,ftp,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
407,Computer Networks,Protocols,What is SMTP?,Simple Mail Transfer Protocol,A programming language,A database system,A text editor,A,SMTP is Simple Mail Transfer Protocol used for Email sending.,2,Entry,networking,smtp,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
408,Computer Networks,Protocols,What is DNS?,Domain Name System,A programming language,A database system,A text editor,A,DNS is Domain Name System used for Name resolution.,2,Entry,networking,dns,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
409,Computer Networks,Protocols,What is DHCP?,Dynamic Host Configuration Protocol,A programming language,A database system,A text editor,A,DHCP is Dynamic Host Configuration Protocol used for IP assignment.,2,Entry,networking,dhcp,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
410,Computer Networks,Protocols,What is ARP?,Address Resolution Protocol,A programming language,A database system,A text editor,A,ARP is Address Resolution Protocol used for MAC address resolution.,2,Entry,networking,arp,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
411,Computer Networks,Protocols,What is ICMP?,Internet Control Message Protocol,A programming language,A database system,A text editor,A,ICMP is Internet Control Message Protocol used for Error reporting.,2,Entry,networking,icmp,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
412,Computer Networks,Network Devices,What is Router?,Layer 3 forwarding device,A programming language,A database system,A text editor,A,Router is Layer 3 forwarding device used for Inter-network communication.,2,Entry,networking,router,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
413,Computer Networks,Network Devices,What is Switch?,Layer 2 forwarding device,A programming language,A database system,A text editor,A,Switch is Layer 2 forwarding device used for LAN communication.,2,Entry,networking,switch,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
414,Computer Networks,Network Devices,What is Hub?,Physical layer repeater,A programming language,A database system,A text editor,A,Hub is Physical layer repeater used for Signal amplification.,2,Entry,networking,hub,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
415,Computer Networks,Network Devices,What is Bridge?,Layer 2 filtering device,A programming language,A database system,A text editor,A,Bridge is Layer 2 filtering device used for Network segmentation.,2,Entry,networking,bridge,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
416,Computer Networks,Network Devices,What is Gateway?,Protocol conversion device,A programming language,A database system,A text editor,A,Gateway is Protocol conversion device used for Network integration.,2,Entry,networking,gateway,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
417,Computer Networks,Network Devices,What is Firewall?,Network security device,A programming language,A database system,A text editor,A,Firewall is Network security device used for Access control.,2,Entry,networking,firewall,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
418,Computer Networks,Network Devices,What is Load Balancer?,Traffic distribution device,A programming language,A database system,A text editor,A,Load Balancer is Traffic distribution device used for Performance optimization.,2,Entry,networking,load balancer,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
419,Computer Networks,Network Devices,What is Proxy Server?,Intermediary server,A programming language,A database system,A text editor,A,Proxy Server is Intermediary server used for Request forwarding.,2,Entry,networking,proxy server,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
420,Computer Networks,Network Concepts,What is IP Address?,Network identifier,A programming language,A database system,A text editor,A,IP Address is Network identifier used for Device identification.,2,Entry,networking,ip address,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
421,Computer Networks,Network Concepts,What is Subnet Mask?,Network portion identifier,A programming language,A database system,A text editor,A,Subnet Mask is Network portion identifier used for Address classification.,2,Entry,networking,subnet mask,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
422,Computer Networks,Network Concepts,What is VLAN?,Virtual Local Area Network,A programming language,A database system,A text editor,A,VLAN is Virtual Local Area Network used for Logical segmentation.,2,Entry,networking,vlan,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
423,Computer Networks,Network Concepts,What is NAT?,Network Address Translation,A programming language,A database system,A text editor,A,NAT is Network Address Translation used for IP address mapping.,2,Entry,networking,nat,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
424,Computer Networks,Network Concepts,What is VPN?,Virtual Private Network,A programming language,A database system,A text editor,A,VPN is Virtual Private Network used for Secure remote access.,2,Entry,networking,vpn,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
425,Computer Networks,Network Concepts,What is QoS?,Quality of Service,A programming language,A database system,A text editor,A,QoS is Quality of Service used for Traffic prioritization.,2,Entry,networking,qos,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
426,Computer Networks,Network Concepts,What is Bandwidth?,Data transmission capacity,A programming language,A database system,A text editor,A,Bandwidth is Data transmission capacity used for Network performance.,2,Entry,networking,bandwidth,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
427,Computer Networks,Network Concepts,What is Latency?,Communication delay,A programming language,A database system,A text editor,A,Latency is Communication delay used for Response time.,2,Entry,networking,latency,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
428,Computer Networks,Network Concepts,What is Packet Loss?,Lost data packets,A programming language,A database system,A text editor,A,Packet Loss is Lost data packets used for Network reliability.,2,Entry,networking,packet loss,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
429,Computer Networks,Network Concepts,What is Throughput?,Actual data transfer rate,A programming language,A database system,A text editor,A,Throughput is Actual data transfer rate used for Performance measurement.,2,Entry,networking,throughput,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
430,Cloud Computing,Service Models,What is IaaS in cloud computing?,Infrastructure as a Service,A programming language,A database type,A network protocol,A,IaaS is Infrastructure as a Service that provides Virtual machines and storage.,3,Mid,cloud_computing,iaas,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
431,Cloud Computing,Service Models,What is PaaS in cloud computing?,Platform as a Service,A programming language,A database type,A network protocol,A,PaaS is Platform as a Service that provides Development platform.,3,Mid,cloud_computing,paas,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
432,Cloud Computing,Service Models,What is SaaS in cloud computing?,Software as a Service,A programming language,A database type,A network protocol,A,SaaS is Software as a Service that provides Ready-to-use applications.,3,Mid,cloud_computing,saas,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
433,Cloud Computing,Service Models,What is FaaS in cloud computing?,Function as a Service,A programming language,A database type,A network protocol,A,FaaS is Function as a Service that provides Serverless computing.,3,Mid,cloud_computing,faas,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
434,Cloud Computing,Service Models,What is DaaS in cloud computing?,Desktop as a Service,A programming language,A database type,A network protocol,A,DaaS is Desktop as a Service that provides Virtual desktop infrastructure.,3,Mid,cloud_computing,daas,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
435,Cloud Computing,Deployment Models,What is Public Cloud in cloud computing?,Shared cloud infrastructure,A programming language,A database type,A network protocol,A,Public Cloud is Shared cloud infrastructure that provides Cost efficiency.,3,Mid,cloud_computing,public cloud,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
436,Cloud Computing,Deployment Models,What is Private Cloud in cloud computing?,Dedicated cloud infrastructure,A programming language,A database type,A network protocol,A,Private Cloud is Dedicated cloud infrastructure that provides Security and control.,3,Mid,cloud_computing,private cloud,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
437,Cloud Computing,Deployment Models,What is Hybrid Cloud in cloud computing?,Mix of public and private,A programming language,A database type,A network protocol,A,Hybrid Cloud is Mix of public and private that provides Flexibility.,3,Mid,cloud_computing,hybrid cloud,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
438,Cloud Computing,Deployment Models,What is Multi-Cloud in cloud computing?,Multiple cloud providers,A programming language,A database type,A network protocol,A,Multi-Cloud is Multiple cloud providers that provides Vendor independence.,3,Mid,cloud_computing,multi-cloud,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
439,Cloud Computing,Deployment Models,What is Community Cloud in cloud computing?,Shared by organizations,A programming language,A database type,A network protocol,A,Community Cloud is Shared by organizations that provides Collaborative computing.,3,Mid,cloud_computing,community cloud,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
440,Cloud Computing,AWS Services,What is EC2 in cloud computing?,Elastic Compute Cloud,A programming language,A database type,A network protocol,A,EC2 is Elastic Compute Cloud that provides Virtual servers.,3,Mid,cloud_computing,ec2,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
441,Cloud Computing,AWS Services,What is S3 in cloud computing?,Simple Storage Service,A programming language,A database type,A network protocol,A,S3 is Simple Storage Service that provides Object storage.,3,Mid,cloud_computing,s3,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
442,Cloud Computing,AWS Services,What is RDS in cloud computing?,Relational Database Service,A programming language,A database type,A network protocol,A,RDS is Relational Database Service that provides Managed databases.,3,Mid,cloud_computing,rds,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
443,Cloud Computing,AWS Services,What is Lambda in cloud computing?,Serverless compute,A programming language,A database type,A network protocol,A,Lambda is Serverless compute that provides Event-driven computing.,3,Mid,cloud_computing,lambda,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
444,Cloud Computing,AWS Services,What is VPC in cloud computing?,Virtual Private Cloud,A programming language,A database type,A network protocol,A,VPC is Virtual Private Cloud that provides Isolated network.,3,Mid,cloud_computing,vpc,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
445,Cloud Computing,AWS Services,What is IAM in cloud computing?,Identity and Access Management,A programming language,A database type,A network protocol,A,IAM is Identity and Access Management that provides Security management.,3,Mid,cloud_computing,iam,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
446,Cloud Computing,AWS Services,What is CloudFront in cloud computing?,Content Delivery Network,A programming language,A database type,A network protocol,A,CloudFront is Content Delivery Network that provides Global content distribution.,3,Mid,cloud_computing,cloudfront,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
447,Cloud Computing,AWS Services,What is Route 53 in cloud computing?,DNS web service,A programming language,A database type,A network protocol,A,Route 53 is DNS web service that provides Domain name system.,3,Mid,cloud_computing,route 53,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
448,Cloud Computing,AWS Services,What is ELB in cloud computing?,Elastic Load Balancer,A programming language,A database type,A network protocol,A,ELB is Elastic Load Balancer that provides Traffic distribution.,3,Mid,cloud_computing,elb,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
449,Cloud Computing,AWS Services,What is Auto Scaling in cloud computing?,Automatic capacity adjustment,A programming language,A database type,A network protocol,A,Auto Scaling is Automatic capacity adjustment that provides Dynamic scaling.,3,Mid,cloud_computing,auto scaling,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
450,Cloud Computing,Containers,What is Docker in cloud computing?,Containerization platform,A programming language,A database type,A network protocol,A,Docker is Containerization platform that provides Application packaging.,3,Mid,cloud_computing,docker,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
451,Cloud Computing,Containers,What is Kubernetes in cloud computing?,Container orchestration,A programming language,A database type,A network protocol,A,Kubernetes is Container orchestration that provides Container management.,3,Mid,cloud_computing,kubernetes,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
452,Cloud Computing,Containers,What is Container Registry in cloud computing?,Store container images,A programming language,A database type,A network protocol,A,Container Registry is Store container images that provides Image management.,3,Mid,cloud_computing,container registry,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
453,Cloud Computing,Containers,What is Microservices in cloud computing?,Distributed architecture,A programming language,A database type,A network protocol,A,Microservices is Distributed architecture that provides Service independence.,3,Mid,cloud_computing,microservices,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
454,Cloud Computing,Containers,What is Service Mesh in cloud computing?,Service communication layer,A programming language,A database type,A network protocol,A,Service Mesh is Service communication layer that provides Traffic management.,3,Mid,cloud_computing,service mesh,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
455,Cloud Computing,DevOps,What is CI/CD in cloud computing?,Continuous Integration/Deployment,A programming language,A database type,A network protocol,A,CI/CD is Continuous Integration/Deployment that provides Automated delivery.,3,Mid,cloud_computing,ci/cd,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
456,Cloud Computing,DevOps,What is Infrastructure as Code in cloud computing?,Programmable infrastructure,A programming language,A database type,A network protocol,A,Infrastructure as Code is Programmable infrastructure that provides Automated provisioning.,3,Mid,cloud_computing,infrastructure as code,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
457,Cloud Computing,DevOps,What is Configuration Management in cloud computing?,System configuration automation,A programming language,A database type,A network protocol,A,Configuration Management is System configuration automation that provides Consistency.,3,Mid,cloud_computing,configuration management,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
458,Cloud Computing,DevOps,What is Monitoring in cloud computing?,System health tracking,A programming language,A database type,A network protocol,A,Monitoring is System health tracking that provides Observability.,3,Mid,cloud_computing,monitoring,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
459,Cloud Computing,DevOps,What is Logging in cloud computing?,Event recording,A programming language,A database type,A network protocol,A,Logging is Event recording that provides Debugging and audit.,3,Mid,cloud_computing,logging,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
460,Cloud Computing,DevOps,What is Blue-Green Deployment in cloud computing?,Zero-downtime deployment,A programming language,A database type,A network protocol,A,Blue-Green Deployment is Zero-downtime deployment that provides Risk reduction.,3,Mid,cloud_computing,blue-green deployment,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
461,Cloud Computing,DevOps,What is Canary Deployment in cloud computing?,Gradual feature rollout,A programming language,A database type,A network protocol,A,Canary Deployment is Gradual feature rollout that provides Risk mitigation.,3,Mid,cloud_computing,canary deployment,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
462,Cloud Computing,DevOps,What is Feature Flags in cloud computing?,Runtime feature control,A programming language,A database type,A network protocol,A,Feature Flags is Runtime feature control that provides Safe deployments.,3,Mid,cloud_computing,feature flags,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
463,Software Engineering,SDLC,What is Waterfall Model in software engineering?,Sequential development phases,A hardware component,A network protocol,A database query,A,Waterfall Model is Sequential development phases that provides Structured approach.,3,Mid,software_engineering,waterfall model,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
464,Software Engineering,SDLC,What is Agile Model in software engineering?,Iterative and incremental development,A hardware component,A network protocol,A database query,A,Agile Model is Iterative and incremental development that provides Flexibility.,3,Mid,software_engineering,agile model,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
465,Software Engineering,SDLC,What is Scrum in software engineering?,Agile framework with sprints,A hardware component,A network protocol,A database query,A,Scrum is Agile framework with sprints that provides Team collaboration.,3,Mid,software_engineering,scrum,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
466,Software Engineering,SDLC,What is Kanban in software engineering?,Visual workflow management,A hardware component,A network protocol,A database query,A,Kanban is Visual workflow management that provides Continuous delivery.,3,Mid,software_engineering,kanban,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
467,Software Engineering,SDLC,What is DevOps in software engineering?,Development and operations integration,A hardware component,A network protocol,A database query,A,DevOps is Development and operations integration that provides Faster delivery.,3,Mid,software_engineering,devops,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
468,Software Engineering,SDLC,What is Lean in software engineering?,Waste elimination approach,A hardware component,A network protocol,A database query,A,Lean is Waste elimination approach that provides Efficiency.,3,Mid,software_engineering,lean,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
469,Software Engineering,Design Patterns,What is Singleton in software engineering?,Single instance creation,A hardware component,A network protocol,A database query,A,Singleton is Single instance creation that provides Resource sharing.,3,Mid,software_engineering,singleton,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
470,Software Engineering,Design Patterns,What is Factory in software engineering?,Object creation abstraction,A hardware component,A network protocol,A database query,A,Factory is Object creation abstraction that provides Flexibility.,3,Mid,software_engineering,factory,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
471,Software Engineering,Design Patterns,What is Observer in software engineering?,Event notification system,A hardware component,A network protocol,A database query,A,Observer is Event notification system that provides Loose coupling.,3,Mid,software_engineering,observer,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
472,Software Engineering,Design Patterns,What is Strategy in software engineering?,Algorithm selection at runtime,A hardware component,A network protocol,A database query,A,Strategy is Algorithm selection at runtime that provides Behavioral flexibility.,3,Mid,software_engineering,strategy,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
473,Software Engineering,Design Patterns,What is Decorator in software engineering?,Add behavior dynamically,A hardware component,A network protocol,A database query,A,Decorator is Add behavior dynamically that provides Object enhancement.,3,Mid,software_engineering,decorator,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
474,Software Engineering,Design Patterns,What is Adapter in software engineering?,Interface compatibility,A hardware component,A network protocol,A database query,A,Adapter is Interface compatibility that provides System integration.,3,Mid,software_engineering,adapter,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
475,Software Engineering,Design Patterns,What is Facade in software engineering?,Simplified interface,A hardware component,A network protocol,A database query,A,Facade is Simplified interface that provides Complexity hiding.,3,Mid,software_engineering,facade,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
476,Software Engineering,Design Patterns,What is Command in software engineering?,Encapsulate requests,A hardware component,A network protocol,A database query,A,Command is Encapsulate requests that provides Request handling.,3,Mid,software_engineering,command,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
477,Software Engineering,Testing,What is Unit Testing in software engineering?,Test individual components,A hardware component,A network protocol,A database query,A,Unit Testing is Test individual components that provides Code quality.,3,Mid,software_engineering,unit testing,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
478,Software Engineering,Testing,What is Integration Testing in software engineering?,Test component interactions,A hardware component,A network protocol,A database query,A,Integration Testing is Test component interactions that provides System integration.,3,Mid,software_engineering,integration testing,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
479,Software Engineering,Testing,What is System Testing in software engineering?,Test complete system,A hardware component,A network protocol,A database query,A,System Testing is Test complete system that provides End-to-end validation.,3,Mid,software_engineering,system testing,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
480,Software Engineering,Testing,What is Acceptance Testing in software engineering?,Validate business requirements,A hardware component,A network protocol,A database query,A,Acceptance Testing is Validate business requirements that provides User satisfaction.,3,Mid,software_engineering,acceptance testing,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
